lsoa11,r_dec,h_dec,e_dec,ahah_dec
E01010458,8,3,9,9
E01028840,1,8,4,3
E01007107,10,1,7,8
E01033756,10,1,10,10
E01029699,8,2,6,4
E01007220,9,2,9,8
E01010359,6,2,7,2
E01018664,4,7,5,4
E01018550,6,5,6,4
E01006339,5,4,9,6
E01005323,5,3,7,3
E01005120,8,2,7,6
E01006769,8,3,7,6
E01024857,9,2,4,5
E01006660,7,3,7,4
E01006543,8,4,7,5
E01018425,9,4,8,9
E01033694,10,1,5,8
E01005879,9,2,5,5
E01010801,7,3,6,3
E01018358,3,9,7,7
E01010505,6,5,9,7
E01028957,4,5,5,1
E01012389,4,7,9,8
E01006111,9,2,10,9
E01006352,9,3,7,8
E01009431,7,3,7,5
E01004955,6,2,10,8
E01009763,5,7,10,9
E01010288,9,3,9,9
E01005368,10,6,10,10
E01024911,4,6,7,4
E01025057,9,2,5,5
E01004928,9,2,8,8
E01025494,5,8,9,9
E01018405,7,6,5,5
E01018605,8,6,3,5
E01005330,6,5,7,4
E01005981,8,6,7,8
E01006206,5,4,7,3
E01010483,7,3,9,8
E01025284,7,4,3,2
E01025580,3,8,5,4
E01033666,10,2,9,10
E01007091,6,7,8,7
E01029741,5,9,4,7
E01025175,7,5,6,5
E01006540,9,3,8,8
E01024972,5,6,7,5
E01014112,4,9,5,7
E01005899,8,5,6,6
E01005783,6,6,6,5
E01010310,7,4,10,10
E01025517,7,7,7,7
E01012466,4,9,6,7
E01010538,5,5,9,8
E01007030,4,6,5,2
E01005358,7,4,5,3
E01014226,6,5,3,2
E01010383,6,6,9,8
E01012455,7,3,7,4
E01005099,8,1,6,4
E01010428,10,1,10,10
E01025518,10,2,7,9
E01005463,8,2,9,7
E01024875,10,2,5,7
E01005158,10,5,6,9
E01010307,5,8,7,6
E01014247,10,2,6,7
E01029398,2,9,5,7
E01005246,8,1,8,7
E01006996,9,2,7,6
E01014303,7,7,4,5
E01005680,8,2,8,7
E01006480,6,3,8,5
E01025198,9,4,4,5
E01014152,8,6,7,7
E01024877,10,1,6,9
E01007218,9,3,8,8
E01006038,6,7,5,5
E01014107,2,8,5,3
E01007273,4,7,9,7
E01025030,2,9,7,8
E01005351,7,3,9,7
E01005007,9,4,7,7
E01005181,6,3,7,3
E01006546,10,1,7,9
E01018527,5,3,7,3
E01012508,7,5,7,6
E01006624,6,5,4,2
E01010248,6,7,6,6
E01028988,8,3,3,2
E01014229,6,8,3,4
E01025313,10,2,6,9
E01025061,7,8,3,6
E01005011,9,4,7,7
E01005361,8,4,5,4
E01010843,9,1,9,9
E01005163,9,2,7,7
E01006780,10,2,9,9
E01006066,9,2,7,7
E01024940,10,1,7,10
E01014322,6,7,5,4
E01005217,8,3,8,6
E01005563,8,3,8,7
E01014242,6,7,5,4
E01012377,5,6,9,7
E01018371,1,10,5,7
E01018715,7,6,9,8
E01010460,8,2,10,9
E01018600,5,7,6,4
E01029608,4,8,4,4
E01010493,6,6,8,7
E01012393,4,7,9,8
E01010738,9,2,9,9
E01018655,7,4,5,3
E01012607,4,8,2,2
E01010427,8,3,10,9
E01014243,6,7,4,4
E01025478,5,8,7,8
E01010356,4,7,7,5
E01032907,9,4,9,9
E01011175,1,5,5,1
E01024985,9,2,4,4
E01024860,3,8,4,3
E01004914,8,5,8,7
E01029729,7,5,8,6
E01006657,9,1,9,9
E01010926,2,7,7,4
E01006404,8,5,8,7
E01005985,6,5,7,5
E01019758,4,7,5,3
E01005638,10,2,10,10
E01029396,3,3,8,3
E01006255,9,1,7,7
E01006421,4,9,9,9
E01010091,10,1,10,10
E01012640,8,1,6,4
E01014327,7,4,5,3
E01010577,8,3,8,6
E01005056,7,2,5,3
E01004895,8,8,9,9
E01025325,9,3,5,7
E01005171,8,4,7,7
E01018542,6,4,7,3
E01010760,3,7,8,6
E01029513,3,9,6,6
E01006944,9,3,4,4
E01006055,5,4,9,5
E01029698,1,9,7,6
E01009464,6,6,6,5
E01005963,7,6,8,8
E01014192,4,6,7,4
E01006190,7,3,8,6
E01010325,6,4,8,5
E01012406,3,8,7,6
E01012636,3,5,5,1
E01025509,3,8,5,3
E01018573,7,4,4,2
E01029658,4,9,8,8
E01009974,8,6,8,8
E01014148,2,9,2,4
E01005791,6,2,7,3
E01004881,10,3,6,9
E01006407,6,5,10,9
E01033216,7,4,4,2
E01007131,9,2,7,7
E01006537,7,5,7,6
E01025022,6,4,3,1
E01006147,9,4,8,8
E01010390,4,7,9,9
E01025383,5,8,8,8
E01029819,4,8,8,6
E01011075,2,8,3,3
E01010580,4,7,5,3
E01014209,7,5,7,6
E01018740,3,8,7,5
E01006764,8,2,8,6
E01010808,9,1,9,8
E01005290,7,3,7,5
E01005352,8,2,9,8
E01029534,4,8,7,6
E01014364,6,7,3,4
E01005138,6,3,6,3
E01024947,4,7,5,4
E01025584,10,3,4,9
E01010521,10,2,10,10
E01028877,5,10,4,8
E01012477,3,8,10,9
E01019733,4,5,5,2
E01005886,7,2,8,5
E01025176,9,3,6,6
E01029568,6,6,6,4
E01012551,3,8,8,8
E01018526,6,6,6,4
E01018594,7,4,5,3
E01014202,2,9,3,4
E01028947,5,6,3,2
E01004901,7,6,9,8
E01010992,6,4,7,3
E01006266,6,5,9,8
E01029631,4,7,4,2
E01006781,9,3,10,9
E01018615,9,2,7,6
E01006703,10,2,8,10
E01010516,6,5,8,6
E01025570,10,2,7,9
E01018486,10,2,8,10
E01025068,10,2,5,8
E01018632,8,4,6,5
E01010446,6,4,9,8
E01012603,5,3,7,3
E01012561,5,7,6,4
E01018502,7,6,8,7
E01006156,7,4,8,6
E01029406,1,10,7,9
E01029727,8,3,6,5
E01005345,8,4,9,8
E01012707,8,1,7,5
E01029392,4,8,6,6
E01025038,5,6,3,2
E01006495,6,4,7,4
E01029622,4,3,7,2
E01019746,9,4,6,7
E01004862,7,2,9,7
W01000349,6,3,3,1
E01028985,5,5,3,1
E01014187,6,6,6,4
E01006554,10,2,6,9
E01019719,8,4,9,9
E01014316,7,4,6,3
E01029789,2,10,7,8
E01025200,2,6,6,2
E01018370,2,9,6,6
E01009966,8,4,10,10
E01005793,4,5,9,6
E01005534,8,5,8,8
E01005651,9,2,9,9
E01010302,7,7,8,9
E01014317,5,7,5,4
E01024905,6,5,4,2
E01007238,9,3,9,9
E01006286,6,6,8,7
E01025577,7,3,7,4
E01005487,9,1,7,6
E01006064,7,4,8,6
E01018459,7,5,6,5
E01025499,7,7,7,8
E01029744,8,8,4,7
E01029767,3,8,7,6
E01007060,6,3,6,3
E01006108,2,7,10,9
E01029603,10,1,6,9
E01005162,9,2,5,5
E01014127,5,2,5,1
E01006723,10,2,7,9
E01029709,1,5,6,1
E01011155,4,5,6,2
E01005559,5,5,9,7
E01028928,3,10,4,7
E01010647,2,3,3,1
E01005543,5,9,5,6
E01010381,7,5,9,8
E01011201,4,1,8,3
E01005378,9,2,9,9
E01025450,5,6,6,4
E01014235,5,5,6,3
E01014156,4,7,7,4
E01010916,3,4,8,3
E01006086,6,5,8,5
E01005082,8,6,5,7
E01006841,3,7,9,8
E01005317,8,4,7,5
E01006918,7,4,7,6
E01025482,5,4,4,1
E01005328,8,2,8,6
E01009975,7,5,7,6
E01025447,7,4,4,3
E01018471,6,4,8,6
E01012595,9,3,7,7
E01006465,5,6,7,5
E01012460,4,9,7,8
E01018367,2,9,6,7
E01033760,10,1,10,10
E01033662,10,1,10,10
E01011206,5,3,8,4
E01006122,7,5,8,7
E01010475,7,3,10,9
E01005115,8,2,5,4
E01018340,9,4,6,6
E01005999,10,2,8,9
E01018411,2,10,6,8
E01028860,1,10,4,7
E01033652,9,2,9,9
E01010262,8,3,10,10
E01007065,7,4,6,4
E01010785,10,1,4,9
E01006117,9,2,9,9
E01014125,6,3,6,3
E01018639,9,3,5,7
E01005448,9,2,8,8
E01009417,6,4,7,4
E01028967,5,5,4,2
E01010498,3,8,6,4
E01009465,6,6,6,4
E01010274,6,2,9,5
E01012397,9,3,9,8
E01029701,10,1,4,6
E01010985,5,9,4,7
E01006316,4,9,5,6
E01005179,6,4,7,5
E01006767,8,4,8,7
W01000353,5,2,5,1
E01025435,10,4,4,8
E01033659,10,1,10,10
E01006220,5,9,10,10
E01025586,1,8,2,2
E01019715,10,2,3,10
E01010946,5,5,8,5
E01029752,3,8,4,4
E01033682,10,2,10,10
E01005566,6,5,9,8
W01000257,4,9,6,7
E01025355,5,7,6,4
E01025440,2,7,6,3
E01010437,4,8,6,5
E01029710,2,9,3,4
E01018744,5,8,5,5
E01006563,10,2,9,10
E01029763,9,3,7,7
E01012513,5,6,5,3
E01018712,9,5,6,8
E01005752,7,4,8,6
E01012708,8,3,6,4
E01005264,6,4,5,2
E01004949,6,4,9,6
E01010994,10,1,7,10
E01006646,8,2,9,8
E01005130,8,3,9,8
E01025028,3,8,3,3
E01010268,7,2,10,8
E01005022,3,9,8,8
E01006684,6,7,6,6
E01004963,5,8,9,8
E01025084,8,4,4,5
E01025377,4,9,5,6
E01029811,9,6,4,7
E01005545,7,5,7,5
E01005687,9,4,8,8
E01006553,10,2,6,9
E01006039,10,3,6,7
E01005904,9,5,5,5
E01018529,7,4,8,6
E01006478,8,4,8,7
E01006341,3,6,9,7
E01033685,8,3,6,4
E01006241,7,7,9,9
E01005341,7,5,9,8
E01005441,6,6,5,4
E01012500,6,4,9,7
E01024927,8,5,8,8
E01006582,8,4,8,7
E01011000,8,2,7,5
E01012746,9,2,9,9
E01006768,6,4,9,8
E01004775,4,9,7,7
E01005139,7,3,5,2
E01019742,2,10,5,8
E01010704,7,6,5,4
E01025490,9,5,6,8
E01024876,10,1,5,8
E01007041,8,3,9,8
E01005649,8,2,8,6
E01006718,9,4,9,9
E01025507,3,9,7,6
E01010727,6,7,3,4
E01012467,2,9,9,9
E01006420,4,8,9,9
E01006208,5,4,6,2
E01025403,5,6,4,2
E01006399,10,1,7,9
E01006489,7,5,9,8
E01018692,2,10,4,7
E01006228,6,5,10,9
E01014111,2,9,6,7
E01005399,8,3,6,5
E01025479,2,9,8,8
E01007012,10,2,10,10
E01033657,9,2,9,9
E01024938,8,6,5,5
E01006882,1,6,8,4
E01006376,7,5,6,4
E01018404,5,8,4,5
E01006451,7,5,9,8
E01005259,9,3,7,8
E01006956,10,2,8,10
E01005944,7,2,7,3
E01005005,4,7,8,6
E01012589,9,1,5,6
E01029494,7,6,8,7
E01018602,9,3,5,4
E01012499,3,6,8,5
E01029790,2,8,6,4
E01029643,5,4,7,3
E01012416,4,7,7,5
E01004824,10,3,10,10
E01006368,3,9,6,6
E01010596,4,6,4,2
E01024916,4,6,8,5
E01005789,9,3,6,7
E01033696,3,7,7,5
E01012703,9,4,5,5
E01010269,7,1,10,9
E01012670,10,2,10,10
E01004825,10,3,10,10
E01029543,8,5,4,4
E01025522,4,9,5,6
E01010300,7,4,8,6
E01033303,10,2,9,10
E01010741,7,4,9,8
E01006571,8,4,9,8
E01006101,7,5,8,7
W01000404,1,10,3,5
E01028980,1,10,2,7
E01005781,9,3,7,7
E01005613,10,1,9,10
E01010339,5,4,9,6
E01007174,8,3,7,6
E01033757,9,1,9,9
E01024855,10,1,5,7
E01006374,9,2,5,4
E01010448,6,2,9,7
E01014336,3,5,4,1
E01006802,3,5,6,2
E01004886,7,8,7,8
E01005241,8,3,8,6
E01005306,9,2,9,8
E01006058,4,2,7,2
E01005472,6,3,5,2
E01028939,7,3,2,2
E01009222,7,4,7,4
E01010387,4,6,7,4
E01005803,6,5,7,5
E01007064,8,3,7,6
E01029554,6,4,6,3
E01012623,8,2,3,2
E01029774,10,3,7,9
E01024881,7,1,7,3
E01007067,4,9,8,8
E01010477,6,2,10,8
E01006869,8,5,6,7
E01019750,6,6,5,3
E01005639,5,7,8,7
E01010508,10,2,10,10
E01009430,5,6,6,3
E01029498,2,10,9,9
E01025238,8,4,5,4
E01005136,8,2,5,3
E01025488,9,5,6,8
E01005308,8,3,9,7
E01005481,6,4,5,2
E01029604,10,1,6,8
E01025437,2,9,8,9
E01006700,10,2,8,10
E01014337,3,8,4,2
E01014163,4,7,4,3
E01012665,8,6,6,7
E01005895,7,5,6,4
E01005528,7,5,7,6
E01006487,7,4,9,7
E01006776,8,4,10,9
E01010404,9,2,10,10
E01025452,3,8,5,4
E01006034,6,6,5,4
E01007275,9,3,8,8
E01004814,7,4,6,4
E01025550,6,5,6,4
E01010466,7,1,10,8
E01009129,6,4,8,6
E01006301,4,9,5,6
E01006662,7,3,6,3
E01006661,4,4,8,4
E01007057,8,2,4,3
E01024937,9,2,6,5
E01010799,5,4,6,2
E01010406,10,2,10,10
E01006716,8,5,9,9
E01028987,9,3,3,4
E01018423,6,7,9,9
E01019726,4,9,6,7
E01010547,7,3,6,4
E01010679,9,1,8,8
E01006392,8,2,6,4
E01018582,3,8,6,5
E01005392,10,1,7,9
E01024863,6,4,3,1
E01029756,6,8,4,5
E01005319,8,3,7,6
E01006089,9,2,9,9
E01027574,7,6,2,3
E01005511,7,4,10,9
E01014106,2,8,5,3
E01032559,5,5,8,5
E01018385,2,9,4,4
E01006788,8,5,7,7
E01014284,8,3,6,4
E01010338,7,2,9,7
E01010948,3,4,7,2
E01025326,4,9,4,6
E01005721,8,2,9,8
E01010765,3,8,5,4
E01025606,7,7,4,5
E01028891,9,2,3,3
E01004876,6,3,8,4
E01006597,8,4,7,6
E01033281,8,7,5,6
E01029373,6,5,7,4
E01005161,8,2,7,6
E01010901,4,7,8,5
E01018373,1,10,3,8
E01006199,8,3,9,8
E01005850,6,7,6,5
E01018470,3,9,8,8
E01006586,8,3,8,7
E01006214,5,5,10,8
E01024933,7,4,7,5
E01005725,7,4,8,6
E01018410,7,9,6,8
E01006062,2,8,5,4
E01005903,6,7,5,5
E01006298,9,5,5,7
E01018376,6,4,6,3
E01024864,8,1,3,2
E01010891,3,6,8,4
E01025338,9,4,3,4
E01014367,6,6,6,4
E01033675,9,2,10,9
E01010692,7,6,4,4
E01010927,3,8,4,3
E01018399,10,2,6,8
E01005288,10,1,8,8
E01006274,8,3,9,9
E01012744,10,2,10,10
E01006030,8,4,4,3
E01005660,7,2,9,6
E01010425,6,5,9,8
E01033761,10,1,10,10
E01025608,7,4,4,3
E01014159,7,5,3,2
E01012663,9,4,6,7
E01014203,3,7,7,4
E01012449,3,5,6,2
E01006043,9,4,5,5
E01005740,4,8,7,6
E01005517,6,7,8,7
E01025242,5,4,5,1
E01010529,8,2,9,8
E01012442,6,5,8,7
E01005924,8,3,4,3
E01004954,5,4,10,9
E01029593,2,7,4,2
E01006864,8,6,8,8
E01025565,1,9,2,4
E01018717,8,4,8,8
E01006732,9,3,7,7
E01029599,9,4,5,5
E01005166,10,1,9,10
E01029555,8,4,7,6
E01018454,8,3,5,4
E01029654,2,9,3,4
E01018580,2,9,4,5
E01010304,5,9,7,8
E01011045,8,1,8,6
E01006581,8,3,8,7
E01005192,8,3,8,7
E01028853,9,7,7,9
E01028955,2,9,3,5
E01006512,8,1,9,8
E01012611,3,9,3,4
E01010677,4,3,5,1
E01006619,9,4,6,7
E01005223,10,1,6,9
E01025292,10,1,6,7
E01029585,9,4,6,6
E01006699,9,2,9,9
E01005794,6,6,7,5
E01012413,8,5,9,9
E01006231,3,7,6,4
E01025221,9,4,4,5
E01010995,9,1,8,8
E01032511,4,8,7,6
E01006159,8,2,9,8
E01029387,6,3,5,2
E01005168,8,2,7,6
E01006498,6,5,7,5
E01004793,7,6,6,5
E01006245,7,7,7,7
E01006237,6,7,4,4
E01025480,4,7,4,3
E01029682,3,9,4,5
E01005678,7,5,6,4
E01012444,2,8,6,4
E01006423,5,7,9,8
E01007101,8,2,9,8
E01005340,6,5,8,6
E01014119,4,8,5,5
E01014273,9,3,3,4
E01010706,2,9,4,6
E01010345,7,5,6,5
E01006868,7,7,8,8
E01018696,2,9,8,8
E01006735,6,5,7,5
E01006040,10,2,6,9
E01024908,7,2,6,3
E01006463,10,2,8,10
E01029587,5,6,3,2
E01004859,10,1,7,10
E01033676,8,2,9,7
E01033673,7,4,10,9
E01025481,4,8,5,4
E01025212,5,4,6,2
W01000414,5,5,5,2
E01018741,4,5,6,2
E01025496,1,9,6,7
E01010839,9,1,9,8
E01014326,5,2,5,1
E01012609,4,8,5,5
E01025016,4,7,3,2
E01005447,10,1,7,9
E01012488,3,9,9,9
E01006481,8,3,8,6
E01029386,4,7,5,4
E01014262,6,6,3,2
E01007097,9,5,9,9
E01010296,6,8,7,8
E01011187,4,7,4,2
E01004830,10,1,9,10
E01005493,7,6,8,7
E01005235,8,2,9,8
E01007106,9,5,6,7
E01009426,6,5,7,4
E01006654,7,3,7,5
E01032906,10,2,10,10
E01025270,4,9,4,5
E01004866,9,3,9,9
E01025006,6,7,3,4
E01029619,2,9,9,8
E01018334,4,5,4,1
E01010648,2,6,3,1
E01006134,6,6,6,4
E01005749,6,5,9,7
E01010953,2,9,6,6
E01005356,8,4,6,4
E01010913,2,8,8,6
E01005500,8,6,6,6
E01018722,2,10,7,9
E01010759,3,5,7,3
E01006070,7,4,5,4
E01010964,9,2,7,7
E01010342,9,2,10,10
E01025258,5,4,5,2
E01007271,8,2,7,5
E01018354,3,7,7,4
E01004945,7,5,6,5
E01025266,7,3,4,2
E01012431,9,3,9,9
E01010484,6,1,10,7
E01004983,8,5,6,6
E01018691,5,7,6,4
E01029351,6,5,7,5
E01018489,10,2,8,10
E01005010,6,8,5,6
E01029731,3,8,6,6
E01006378,6,8,9,9
E01028855,5,9,5,7
E01006067,4,4,5,1
E01007289,8,4,7,6
E01005396,7,6,5,4
E01024925,9,3,8,8
E01019739,10,1,5,9
E01005614,10,1,8,9
E01005224,10,1,6,8
E01025261,7,6,4,5
E01018671,2,7,9,7
E01025182,10,1,6,8
E01006105,3,5,10,7
E01012630,7,2,6,3
E01006291,10,3,9,10
E01033766,10,2,6,7
E01012616,4,7,8,6
E01012524,6,5,9,8
E01005072,5,3,6,2
E01033529,1,10,1,9
E01029401,5,7,7,5
E01025380,5,7,5,4
E01004772,7,7,8,8
E01025519,6,8,7,8
E01006916,7,5,6,5
E01014225,6,8,6,6
E01005094,10,2,7,9
E01018316,5,4,6,2
E01018344,9,2,7,7
E01018412,2,10,6,8
E01005460,8,1,9,7
E01014114,8,1,4,2
E01018440,5,8,9,8
E01033226,9,1,4,5
E01010399,6,4,9,6
E01025304,5,4,4,1
E01029576,2,8,3,2
E01029686,3,7,7,5
E01033094,10,2,5,9
E01014295,8,3,7,5
E01018494,5,8,8,8
E01018739,4,5,5,2
E01006666,2,8,6,5
E01006711,9,4,9,9
E01011148,3,6,7,3
E01006008,6,5,8,6
E01006685,7,5,8,6
E01025252,6,4,4,2
E01004896,4,8,7,7
E01005619,9,7,9,10
E01004933,5,8,8,8
E01024998,3,9,8,8
E01029551,7,3,5,3
E01014279,8,3,4,3
E01004851,10,1,9,10
E01024943,6,8,6,6
E01018387,6,7,6,6
E01005397,7,4,7,5
E01012373,2,9,8,9
E01006448,6,4,9,6
E01010451,8,6,10,10
E01006499,7,3,8,6
E01005097,8,4,7,6
E01006294,10,3,7,10
E01010497,4,8,7,5
E01007129,10,1,6,9
E01012743,10,1,10,10
E01005503,5,6,9,7
E01005635,8,3,9,8
E01029570,1,10,3,7
E01010415,7,7,10,10
E01006116,9,2,8,7
E01033748,5,4,7,4
E01029681,2,9,4,6
E01005938,4,8,6,4
E01006471,5,5,8,5
E01010858,2,7,6,2
E01005183,6,2,7,3
E01024906,8,2,6,4
E01004836,8,4,8,7
E01005254,7,3,10,8
E01028866,1,10,4,6
E01006019,5,6,6,4
E01025552,6,6,5,4
E01005418,5,6,9,7
E01005996,8,6,8,7
E01012735,10,1,7,9
E01006213,6,3,8,5
E01005236,10,1,9,9
E01029612,8,3,6,5
E01029683,3,10,4,7
E01018731,6,5,4,3
E01005914,7,4,7,5
E01029560,7,3,6,3
E01005016,10,4,6,8
E01025205,9,4,5,5
E01010461,7,2,10,8
E01005498,9,3,8,8
E01007171,5,3,5,1
E01004953,7,7,9,9
E01029772,6,9,8,9
E01025375,3,7,8,5
E01006584,7,6,9,9
E01004784,6,7,5,5
E01029786,4,8,6,5
E01028861,1,10,3,7
E01018591,2,9,7,8
E01007290,7,3,8,6
E01014275,9,1,4,4
E01005126,9,2,8,7
E01018511,5,7,4,3
E01006028,10,2,6,9
W01000376,4,8,2,3
E01006658,6,6,7,5
E01025079,6,4,8,4
E01032921,7,1,9,7
E01004816,8,3,9,8
E01009454,6,4,6,3
E01032922,7,5,4,3
E01005329,5,6,7,4
E01010532,8,4,9,9
E01010487,7,4,8,6
E01014239,8,2,6,5
E01025341,3,9,4,5
E01006192,9,3,7,6
E01004880,7,3,9,8
E01004960,7,3,9,6
E01005307,9,3,9,9
E01018480,2,9,8,8
E01006369,10,1,6,10
E01012699,9,5,7,8
E01010391,4,8,7,6
E01011084,4,5,6,2
E01010474,8,3,10,9
E01029518,6,7,8,7
E01010811,9,1,9,8
E01005258,9,2,7,7
E01025464,2,8,4,3
E01009131,6,4,8,5
E01005185,10,3,7,9
E01011225,7,5,5,4
E01006871,8,6,9,8
E01006118,9,1,9,9
E01010668,6,5,8,7
E01010303,7,8,6,7
E01006384,5,7,8,8
E01018451,8,2,4,3
E01014340,8,2,9,7
E01011086,2,8,4,2
E01010250,8,7,7,7
E01007098,7,7,9,9
E01006907,6,2,8,4
E01010855,2,9,4,6
E01018520,10,2,8,10
E01006396,6,8,5,6
E01025473,4,8,8,7
E01011226,5,4,4,1
E01005715,6,6,7,5
E01006859,6,8,8,8
E01014103,3,3,4,1
E01005205,10,1,6,8
E01006505,7,5,6,5
E01025530,1,7,5,3
E01006269,9,2,9,8
E01025497,1,9,5,5
E01025500,10,4,7,10
E01010549,5,5,6,3
E01005700,10,1,8,9
E01006876,9,1,8,8
E01005390,9,3,6,6
E01024862,7,2,3,2
E01028898,1,10,2,6
E01014351,3,9,3,4
E01004788,7,6,7,6
E01024973,3,8,5,5
E01006446,4,8,9,9
E01005902,6,6,6,5
E01006834,9,2,9,8
E01004958,10,1,9,9
E01012653,10,2,5,7
E01006536,5,4,6,3
E01012664,9,4,7,7
E01029565,6,4,4,2
E01005723,9,3,9,9
E01012713,9,6,4,6
E01033747,10,2,8,9
E01028949,7,4,3,2
E01029726,6,7,8,7
E01014212,8,6,7,7
E01033759,9,3,7,8
E01029624,4,7,7,4
E01005111,6,2,7,3
E01025438,2,8,4,3
E01012491,6,5,9,7
E01010467,6,1,9,7
E01018538,8,3,8,5
E01005101,8,2,6,4
E01029632,3,9,7,7
E01012428,7,6,9,8
E01027560,1,10,5,7
E01010096,10,2,10,10
E01025428,7,3,7,5
E01010357,4,7,7,5
E01025004,8,5,3,3
E01006679,8,2,8,6
E01006900,4,6,10,8
E01010517,6,5,6,4
E01006515,9,2,9,9
E01029733,1,10,5,8
E01006903,7,1,8,5
E01012587,7,3,3,1
E01019723,8,4,3,4
E01028958,3,6,4,2
E01033762,10,1,10,10
E01018382,7,4,7,5
E01012580,8,1,8,6
E01010329,4,9,6,6
E01005868,7,5,7,5
E01029702,4,8,5,5
E01005045,9,3,5,5
E01006823,4,3,9,4
E01005151,9,4,7,8
E01006594,6,6,7,6
E01009424,8,3,5,4
E01029527,6,7,9,9
E01018455,6,5,5,3
E01012492,5,5,9,7
E01006565,9,4,9,10
E01033302,8,2,7,5
E01010557,7,3,9,8
E01006091,5,6,9,7
E01011228,4,7,4,2
E01028876,8,9,5,9
E01006899,6,5,10,8
E01012383,5,7,7,6
E01006807,2,8,7,5
E01004806,4,7,7,6
E01014369,4,9,3,4
E01029762,2,9,6,7
E01006127,5,7,9,8
E01010694,7,7,3,4
E01006100,8,3,9,7
E01006194,9,2,6,7
E01025193,4,9,4,6
E01005881,5,5,4,1
E01005075,7,3,6,3
E01005945,7,3,6,3
E01025290,5,3,5,1
E01010632,4,3,8,3
E01006625,8,2,6,5
E01025376,2,5,7,3
E01006431,6,5,8,7
E01006006,7,7,6,6
E01006702,9,4,10,10
E01033697,6,1,7,3
E01018748,6,6,5,3
E01029721,9,2,3,4
E01006240,7,7,8,8
E01010868,4,5,7,4
E01005416,3,9,9,9
E01010645,2,5,4,1
E01004930,8,4,6,5
E01006133,6,5,6,4
E01006000,10,1,8,10
E01033686,9,1,9,8
E01012530,3,8,9,8
E01025568,7,3,4,2
E01024917,6,4,8,5
E01012721,4,5,6,3
E01005116,7,4,6,3
E01006610,10,1,8,9
E01025271,5,8,4,5
E01010867,5,6,8,5
E01010457,8,4,8,7
E01025233,9,2,4,4
E01006452,8,5,8,8
E01025295,8,1,5,3
E01028847,1,10,3,8
W01000378,6,6,3,2
E01010579,6,7,5,4
E01010318,8,2,9,7
E01007034,7,4,3,2
E01005047,3,9,8,8
E01029496,5,5,9,7
E01012384,4,7,6,4
E01029690,4,7,5,3
E01010871,5,3,8,3
E01005209,8,1,9,8
E01018481,1,10,4,8
E01012480,9,4,8,8
E01004959,10,2,10,10
E01012537,4,1,6,1
W01000383,2,9,4,6
E01006964,10,1,10,10
E01005585,6,2,9,7
E01004810,6,8,7,7
E01010394,6,4,9,7
E01010924,3,6,7,3
E01029544,3,9,8,8
E01011038,6,2,7,3
E01010564,8,3,10,9
E01005520,7,7,6,7
E01010699,8,8,3,6
E01006200,9,2,8,7
E01005681,7,4,9,8
E01029346,4,7,7,5
E01006695,10,1,8,9
E01005046,4,3,7,2
E01029748,4,8,3,3
E01025441,2,5,7,2
E01009415,6,5,8,6
E01028868,1,10,3,9
E01012432,2,8,6,5
E01012691,8,3,5,5
E01018688,8,6,8,8
E01005661,5,5,10,8
E01010530,8,3,10,10
E01007232,7,3,10,8
E01006857,5,8,8,8
E01005587,3,6,6,2
E01010949,9,2,9,8
E01005577,4,3,4,1
E01005331,6,3,8,5
E01010585,8,3,4,4
E01025388,5,6,7,5
E01010989,9,3,7,6
E01018456,5,6,6,4
E01007050,9,6,10,10
E01018674,3,4,8,3
E01011232,8,2,7,4
E01006357,7,5,7,6
E01009448,3,4,9,5
E01010286,8,5,8,7
E01010993,5,5,6,3
E01004875,6,2,9,6
E01028937,4,3,3,1
E01005983,8,6,6,7
E01005201,8,1,9,8
E01028919,1,10,3,9
E01025218,9,2,6,7
E01018581,2,9,6,7
E01010085,8,4,10,10
E01009452,6,2,6,3
E01010245,9,3,6,6
E01025594,7,4,6,3
E01024867,3,5,3,1
E01014132,3,10,5,8
E01005583,9,1,8,8
E01005995,4,8,8,7
E01005869,9,4,7,7
E01006065,7,5,6,5
E01004799,6,7,7,6
E01006390,6,3,6,2
E01018706,5,9,8,8
E01005147,9,2,10,9
E01010476,8,2,10,9
E01014124,6,3,5,2
E01018325,3,8,6,4
E01005366,8,6,8,7
E01006318,3,8,6,4
E01005727,8,3,8,6
E01005733,7,6,8,7
E01025399,9,4,5,5
E01011168,2,4,3,1
E01006696,10,2,8,9
E01006083,8,3,6,5
E01018630,8,5,8,7
E01006564,9,2,9,9
E01024941,10,4,7,9
E01005632,9,2,9,9
E01005055,7,4,6,3
E01011240,8,1,7,5
E01014345,10,1,8,8
E01025299,6,1,6,1
E01007032,9,2,4,4
E01025309,9,4,5,6
E01028878,8,9,5,9
E01005512,8,4,10,9
E01006394,5,6,6,3
E01018343,10,1,7,9
E01025042,8,4,6,6
E01025602,7,7,6,6
E01006569,9,5,9,9
E01018491,4,8,7,6
E01005734,6,3,7,3
E01018609,4,7,3,2
E01005026,8,2,9,8
E01005665,6,4,9,6
E01018669,2,9,6,6
E01010410,8,6,10,10
E01006467,5,6,7,5
E01010090,9,2,10,10
E01005381,8,3,9,8
E01024914,4,5,6,2
E01006994,9,2,6,6
E01029697,1,10,7,9
E01006353,9,3,7,8
E01024944,3,8,4,4
E01025069,9,4,4,6
E01018389,8,2,5,3
E01025540,3,8,4,3
